	id	dk1	dk2	z	logFluxUV	logFluxErrUV	logFluxX	logFluxErrX	dk3	dk4	dk5	dk6	dk7
199	134915.50+265017.6	207.31462	26.83824	0.527	-27.6082	0.01393	-31.23606	0.01904	5	2.06962	0.11417	43.022723	0.158408
200	224007.20+031813.2	340.03	3.30367	0.528	-27.5633	0.01697	-31.06952	0.03	5	1.92724	0.17587	42.108393	0.2298
201	085707.38+394823.5	134.28076	39.80655	0.5284	-27.5571	0.01343	-31.08846	0.02877	5	2.6221	0.21594	42.258663	0.217304
202	N_166_10	31.62908	-6.84213	0.5285	-27.77006	0.0225	-31.54009	0.04052	4	2.4583	0.27289	44.364826	0.289403
203	091557.29+292618.3	138.989	29.4384	0.5287	-27.1037	0.01084	-30.6216	0.01838	6	2.17952	0.07878	41.03641	0.158764
204	142000.77+064518.8	215.00322	6.75525	0.529	-27.9811	0.02813	-31.23388	0.01892	5	1.90458	0.1195	41.481738	0.214693
205	160330.14+510213.2	240.8756	51.03701	0.534	-28.1654	0.03919	-31.62409	0.03239	5	1.97308	0.24007	43.300236	0.285503
206	164025.02+464449.1	250.10428	46.74697	0.5372	-27.0092	0.00831	-31.04514	0.03936	5	2.53771	0.26988	44.216056	0.267033
207	171126.93+585544.1	257.86224	58.92894	0.5373	-27.2575	0.00972	-30.82263	0.02619	5	1.93013	0.17749	41.732339	0.197007
208	141927.10+075749.8	214.863	7.96385	0.5374	-27.1752	0.01019	-30.9653	0.05963	6	2.77186	0.29708	43.010015	0.400005
209	130454.34+673006.4	196.22643	67.5018	0.5385	-27.3254	0.01241	-31.22534	0.0223	5	2.18603	0.14286	44.109788	0.164502
210	091806.45+302407.0	139.5269	30.40196	0.5387	-27.1539	0.01297	-30.90596	0.02112	5	1.99397	0.13199	42.705934	0.162208
211	134414.08-002950.1	206.059	-0.49727	0.539	-27.537	0.01393	-31.5619	0.06437	6	2.45395	0.25782	45.46276	0.43147
212	090247.45+600427.9	135.69772	60.07442	0.5394	-27.2654	0.0123	-30.6974	0.02387	5	2.19612	0.17347	40.874245	0.195587
213	150002.10+382650.2	225.00879	38.44729	0.5403	-27.3683	0.0115	-31.18725	0.02057	5	2.28792	0.13905	43.682999	0.154919
214	172255.70+321736.1	260.7321	32.29336	0.541	-27.908	0.02578	-31.21366	0.02596	5	1.93065	0.17255	41.647673	0.235916
215	134944.73+643255.1	207.43639	64.54866	0.541	-27.8835	0.02279	-31.34833	0.02959	5	2.37736	0.20805	42.635972	0.238232
216	140045.00+621814.4	210.18753	62.30402	0.5423	-27.3161	0.0136	-30.8368	0.02934	5	2.31048	0.22735	41.585872	0.221372
217	083658.78+530950.0	129.245	53.1639	0.544	-26.9503	0.01066	-30.8217	0.03302	6	2.30992	0.14743	42.983848	0.228721
218	014744.22+021713.2	26.9343	2.28702	0.5448	-28.2961	0.04104	-32.0722	0.08603	6	2.72215	0.37284	45.719951	0.594844
219	115937.87+554622.9	179.908	55.7731	0.5466	-27.3402	0.01267	-30.27155	0.0137	6	1.78859	0.0513	37.760016	0.209595
220	110510.68+433246.8	166.29451	43.54636	0.548	-27.546	0.01343	-30.9639	0.02549	5	2.19279	0.14675	41.482771	0.206521
221	081257.81+522210.1	123.241	52.3695	0.548	-27.1361	0.00979	-30.668	0.03638	6	1.86438	0.14869	41.209724	0.259515
222	142010.24+524029.6	215.04269	52.6749	0.548	-27.6651	0.0128	-31.42733	0.04514	5	2.10008	0.33749	44.050994	0.308729
223	221926.98+120620.5	334.86242	12.10572	0.551	-27.6401	0.01784	-31.09535	0.0076	5	2.1055	0.04376	41.964303	0.134542
224	N_18_46	35.61836	-4.03139	0.551	-27.71533	0.02173	-31.46945	0.03535	4	2.10764	0.20849	44.123092	0.257524
225	095240.16+515249.9	148.167	51.8805	0.5538	-27.0155	0.00891	-30.84027	0.0234	6	1.96979	0.09847	42.839375	0.168743
226	085702.57+394113.0	134.26073	39.68697	0.554	-27.5684	0.01381	-31.13943	0.03902	5	2.2588	0.30716	42.548493	0.276889
227	111555.69+501719.8	168.982	50.2888	0.554	-27.5692	0.01534	-31.3016	0.0405	6	2.4739	0.18965	43.614548	0.282161
228	N_137_16	32.22202	-4.56489	0.5563	-27.50247	0.01331	-31.41072	0.03479	4	2.51211	0.23318	44.607258	0.241699
229	150439.49+033134.6	226.16457	3.5263	0.5568	-27.2702	0.01295	-30.8799	0.01706	5	1.85079	0.10176	42.057978	0.148004
230	N_69_14	34.79413	-5.85415	0.5579	-27.21919	0.01221	-30.77764	0.01165	4	2.09425	0.05779	41.592517	0.126329
231	130551.70+641907.0	196.46546	64.31861	0.558	-27.1885	0.00884	-31.33405	0.08119	5	2.67019	0.64387	45.387062	0.539817
232	111135.77+482945.4	167.89908	48.49595	0.5585	-26.9234	0.009	-30.29532	0.01182	5	2.09037	0.08926	39.623084	0.14247
233	N_123_23	33.07687	-4.24902	0.559	-27.90385	0.02286	-31.76709	0.05549	4	2.16518	0.34653	45.313917	0.381693
234	133015.59+241015.4	202.56497	24.17097	0.56	-27.5069	0.01228	-31.28123	0.02638	5	2.08864	0.18458	43.73528	0.191359
235	133102.54-015014.5	202.76059	-1.83737	0.5621	-27.3052	0.01373	-31.06378	0.0165	5	2.19277	0.09124	43.127176	0.137892
236	104426.01+063304.5	161.10841	6.55127	0.5623	-27.13	0.00865	-30.5753	0.00744	5	1.86033	0.04358	40.623443	0.119197
237	025933.10-080143.7	44.88793	-8.02882	0.5633	-27.0917	0.01032	-31.10857	0.01471	5	2.13376	0.09754	44.296561	0.118031
238	095231.89+364956.2	148.133	36.8323	0.5663	-27.7318	0.01441	-31.2211	0.03875	6	1.96417	0.15604	42.418074	0.279406
239	122021.53+455849.2	185.08971	45.98035	0.567	-27.8676	0.01872	-31.49243	0.04129	5	2.64132	0.31507	43.651244	0.293492
240	092720.53+305039.3	141.83556	30.84427	0.567	-27.6567	0.01543	-31.29481	0.02449	5	1.97681	0.16842	43.211561	0.189605
241	020641.22-054323.1	31.67179	-5.7231	0.567	-27.5691	0.01529	-31.1387	0.02382	5	1.98263	0.14685	42.540814	0.18945
242	N_99_73	33.51703	-5.1346	0.5695	-27.9565	0.02211	-31.50769	0.02963	4	2.65412	0.23048	43.38792	0.232583
243	040148.98-054056.5	60.4541	-5.68238	0.5702	-26.3412	0.01054	-30.2642	0.02192	6	2.09691	0.09522	41.801343	0.159772
244	090702.81+011744.3	136.76172	1.29566	0.5713	-27.2603	0.01086	-31.04575	0.04226	5	2.37173	0.27946	43.192104	0.288684
245	N_80_30	34.60588	-4.3758	0.5719	-27.56492	0.01699	-31.18444	0.01767	4	2.0414	0.08819	42.85953	0.157022
246	141115.18+515208.9	212.81328	51.86916	0.572	-27.7161	0.01695	-31.18872	0.02268	5	2.42798	0.16567	42.268838	0.1922
247	141855.41+244108.9	214.731	24.6858	0.5728	-27.4514	0.01293	-30.8451	0.01504	6	1.93703	0.06101	41.086699	0.157427
248	N_24_14	35.13388	-3.50896	0.5745	-28.10489	0.03682	-31.6528	0.04688	4	2.24553	0.27292	43.737267	0.355085
249	002209.95+001629.3	5.54148	0.27481	0.5749	-26.8942	0.0112	-31.4321	0.02476	6	2.02978	0.1056	47.238424	0.200506
250	011305.66+153146.4	18.27359	15.52957	0.5762	-26.9505	0.00967	-30.55054	0.00965	5	2.03746	0.05036	41.195031	0.110707
251	101850.52+411508.1	154.71051	41.25225	0.5772	-26.9748	0.00907	-30.53139	0.0117	5	1.99263	0.0765	40.969277	0.122202
252	081038.68+501001.3	122.66119	50.16704	0.5776	-27.7266	0.02073	-31.01474	0.02006	5	2.52858	0.12596	41.078648	0.201437
253	164253.71+193755.7	250.7238	19.63214	0.578	-27.0926	0.01032	-30.7641	0.02147	5	2.19495	0.13837	42.021481	0.164658
254	121559.11+362228.9	183.99633	36.37471	0.578	-27.6871	0.01462	-30.98936	0.01762	5	1.94697	0.10535	41.073004	0.180068
255	162720.71+452519.7	246.836	45.4222	0.5781	-27.0868	0.00935	-30.9615	0.01954	6	2.07606	0.08076	43.346858	0.145084
256	075928.86+153146.2	119.87026	15.5295	0.5789	-27.299	0.00952	-31.1311	0.03847	5	2.2799	0.29669	43.596459	0.262948
257	084121.59+360845.1	130.34	36.1459	0.5796	-27.6166	0.01767	-31.6559	0.07947	6	2.74541	0.33991	45.756712	0.531628
258	N_67_3	35.36989	-5.98272	0.5798	-27.66955	0.01575	-31.73161	0.06252	4	2.2374	0.42291	46.039164	0.420717
259	084809.94+444902.4	132.04143	44.81735	0.58	-28.0577	0.03349	-31.54413	0.03711	5	2.33076	0.28906	43.2139	0.296739
260	084145.23+185341.8	130.43848	18.89495	0.5802	-27.4453	0.01258	-30.94571	0.01664	5	2.14417	0.1164	41.775083	0.15393
261	232640.01-003041.4	351.66672	-0.5115	0.5816	-27.1433	0.0152	-30.79326	0.0381	5	2.02391	0.27342	42.006198	0.269538
262	090329.28+503210.2	135.872	50.5362	0.582	-28.3711	0.04772	-31.9835	0.0889	6	2.71234	0.42435	44.828032	0.623039
263	133618.53+101742.6	204.07724	10.29519	0.5827	-27.1189	0.01081	-30.87623	0.02563	5	2.48711	0.2097	42.653184	0.185883
264	102836.08+240401.8	157.15034	24.06718	0.5829	-27.1085	0.01009	-30.97325	0.02052	5	1.98475	0.11584	43.335499	0.151845
265	N_170_38	31.00356	-6.6527	0.5829	-27.33086	0.01285	-31.23973	0.04309	4	2.15544	0.24661	44.182321	0.293802
266	153225.53+240106.0	233.106	24.0184	0.585	-27.4394	0.01245	-31.1211	0.05656	6	2.73576	0.25732	42.955738	0.383151
267	122653.74+124959.0	186.724	12.8331	0.586	-27.9747	0.02788	-31.1178	0.02626	6	1.83139	0.10149	40.742521	0.255004
268	121640.56+071224.3	184.16902	7.20676	0.5864	-26.3093	0.0071	-30.22909	0.01064	5	1.85366	0.06422	41.700427	0.092472
269	092943.41+004127.3	142.43091	0.69092	0.5866	-26.4161	0.00777	-30.67378	0.01152	5	2.65729	0.07746	44.195435	0.10802
270	092923.28+374859.2	142.347	37.8164	0.5876	-26.9842	0.00916	-30.9026	0.06049	6	2.1923	0.29942	43.378511	0.404088
271	142419.11+224631.1	216.07967	22.77532	0.592	-27.4914	0.01506	-31.3588	0.01781	5	2.12828	0.12942	44.310223	0.143593
272	005346.95+125454.0	13.44564	12.91501	0.593	-27.518	0.01554	-31.0668	0.0232	5	2.13745	0.16078	42.275911	0.187713
273	231939.79+155348.8	349.91583	15.8969	0.593	-27.62	0.01345	-31.33246	0.04487	5	2.25554	0.36477	43.610066	0.308554
274	143247.60+324850.4	218.198	32.814	0.5932	-27.2265	0.01313	-31.2323	0.02855	6	2.45242	0.12893	44.560567	0.202599
275	134848.24+262219.2	207.201	26.37201	0.5949	-27.0701	0.00876	-31.01348	0.02144	5	2.38776	0.16369	43.757976	0.154909
276	004250.54+010205.9	10.71059	1.03498	0.5994	-27.4402	0.01802	-31.06587	0.02936	5	2.22038	0.22854	42.588283	0.221457
277	030044.43-003820.6	45.1851	-0.63906	0.5999	-27.7772	0.02944	-31.6015	0.044	6	2.00056	0.18721	44.740526	0.31944
278	141648.88+530903.5	214.204	53.151	0.6	-28.3955	0.0484	-31.7269	0.03486	6	2.03859	0.14169	43.03615	0.326147
279	162548.90+400043.8	246.45378	40.01218	0.6001	-27.326	0.01058	-30.91575	0.02763	5	1.90792	0.19542	42.06593	0.204762
280	153157.68+044740.4	232.99036	4.79456	0.601	-27.5323	0.01262	-31.22351	0.02335	5	2.29865	0.17191	43.250696	0.177021
281	141658.28+521205.1	214.24284	52.20142	0.602	-27.8346	0.02219	-31.30735	0.02058	5	1.92926	0.1473	42.565946	0.190852
282	093821.31+380719.3	144.5888	38.12206	0.602	-27.8893	0.01707	-31.52106	0.03665	5	2.38862	0.28243	43.751189	0.263229
283	123123.96+103526.9	187.84984	10.59083	0.6041	-27.3371	0.01186	-31.10948	0.02002	5	2.2838	0.15494	43.297922	0.153751
284	103920.20+485455.8	159.834	48.9155	0.6053	-28.2304	0.03183	-31.7137	0.04842	6	1.89249	0.18934	43.625011	0.358304
285	022557.39-041339.9	36.48913	-4.22776	0.606	-27.9962	0.03132	-31.54285	0.0353	5	2.19031	0.28742	43.457234	0.280102
286	030142.22+000655.2	45.42595	0.11534	0.6065	-27.6061	0.01944	-31.5526	0.0641	5	2.50592	0.52535	45.118549	0.433245
287	125903.93+344702.4	194.7664	34.78401	0.6075	-27.2172	0.00959	-30.99344	0.01482	5	2.05841	0.0862	43.023624	0.122077
288	122834.78+073531.3	187.14495	7.59204	0.609	-27.6522	0.01372	-30.97276	0.01065	5	1.84499	0.06471	41.106422	0.15084
289	083417.29+554206.9	128.572	55.7019	0.6093	-27.5083	0.01443	-31.1598	0.01585	6	2.04319	0.06558	42.928853	0.141592
290	005918.23+002519.7	14.82597	0.42216	0.6128	-26.7986	0.0088	-31.03534	0.02766	5	2.62538	0.19342	45.013609	0.197824
291	011758.83+002021.4	19.49515	0.33929	0.613	-26.7795	0.01065	-30.32097	0.01499	5	1.89867	0.09064	40.381327	0.140118
292	121509.22+330955.1	183.788	33.1653	0.6153	-26.287	0.0097	-30.0449	0.00515	6	1.86562	0.02066	40.577192	0.082194
293	094009.63+033041.8	145.04013	3.51164	0.6157	-27.0115	0.00949	-30.85823	0.01373	5	1.86065	0.08642	42.974177	0.113445
294	142842.35+155035.9	217.176	15.8433	0.616	-27.5437	0.01453	-30.5139	0.03	6	1.90898	0.10399	38.524938	0.271168
295	171117.66+584123.8	257.824	58.69	0.6168	-27.2073	0.01112	-31.1396	0.02957	6	2.2603	0.12618	44.027916	0.206975
296	142958.80+475009.5	217.49501	47.83599	0.62	-27.6988	0.01361	-31.41152	0.02365	5	2.29534	0.16755	43.808781	0.179042
297	020705.66-052830.3	31.77362	-5.47509	0.621	-27.3982	0.01233	-31.00626	0.01932	5	2.14754	0.11993	42.367164	0.158906
298	142656.55+602903.2	216.73563	60.48423	0.6229	-26.8953	0.00947	-30.73039	0.01323	5	2.05363	0.08026	42.606924	0.111199
299	102357.66+194012.5	155.99026	19.67016	0.623	-27.8477	0.01606	-31.25834	0.02543	5	2.03917	0.19993	42.189149	0.209869
300	020435.18-093154.9	31.14661	-9.53192	0.6238	-26.8722	0.01026	-31.15241	0.03455	5	2.59928	0.22722	45.484245	0.24273
301	161344.89+283014.2	243.437	28.504	0.6244	-26.9825	0.00897	-30.501	0.03022	6	2.0186	0.12205	40.737366	0.222686
302	105043.98+500329.2	162.68328	50.05813	0.625	-26.6924	0.00764	-30.65896	0.02143	5	2.43334	0.17251	42.966573	0.153761
303	114551.60+313349.3	176.465	31.5637	0.6262	-27.8015	0.02161	-31.4042	0.02057	6	1.86019	0.08433	43.340071	0.181131
304	025606.03+001634.8	44.02513	0.27634	0.6271	-27.6703	0.01952	-31.03089	0.01241	5	1.8654	0.08223	41.415625	0.162272
305	132227.19+560831.3	200.6133	56.14205	0.6277	-27.3132	0.0108	-30.91555	0.01929	5	1.88712	0.13215	42.117013	0.157243
306	123027.39+030627.4	187.614	3.10763	0.6279	-27.1679	0.01197	-30.7104	0.04475	6	2.09842	0.1896	41.359119	0.312104
307	162122.68+151915.0	245.345	15.3208	0.628	-27.3076	0.01106	-31.4633	0.06304	6	2.43413	0.30593	45.75174	0.4224
308	021636.02-050141.0	34.15012	-5.02807	0.628	-28.2392	0.04237	-31.65556	0.03318	5	2.34082	0.23623	43.205616	0.298966
309	101720.67+385738.1	154.33614	38.96061	0.629	-27.3173	0.01998	-30.95328	0.01437	5	1.87993	0.08533	42.349016	0.146942
310	095221.36+080313.9	148.089	8.05388	0.6291	-26.9783	0.00962	-30.75721	0.02035	5	2.20672	0.14857	42.44398	0.152771
311	N_37_69	34.84708	-4.86354	0.6294	-27.2663	0.01156	-31.10189	0.01372	4	2.23657	0.07413	43.537721	0.116928
312	143219.53+341728.9	218.081	34.2914	0.6294	-27.0932	0.00941	-30.7428	0.04506	6	2.46441	0.21971	41.878574	0.308925
313	145155.73+581310.3	222.982	58.2196	0.631	-28.1237	0.02493	-31.6335	0.04007	6	1.92635	0.16336	43.532999	0.298302
314	133807.50+242411.3	204.53128	24.40315	0.6313	-26.9044	0.00776	-31.024	0.02493	5	1.96228	0.17391	44.505701	0.176896
315	143043.60+244321.9	217.68169	24.72278	0.633	-27.7756	0.01689	-31.1914	0.01797	5	1.9661	0.10747	42.042924	0.173968
316	143113.97+325314.2	217.80824	32.88728	0.6338	-27.1921	0.00867	-31.37984	0.01932	5	2.20637	0.12269	45.674258	0.146353
317	131557.49+620857.4	198.99	62.1493	0.634	-27.8452	0.01767	-31.1399	0.03106	6	1.94674	0.12995	41.418404	0.250613
318	150628.61+540402.0	226.619	54.0672	0.6377	-27.0539	0.00864	-31.0409	0.03237	6	2.1044	0.13713	44.005102	0.222499
319	104923.02+500251.4	162.34595	50.04763	0.6387	-27.3405	0.00962	-30.91794	0.01023	5	1.96118	0.05615	42.02101	0.115017
320	014033.90-004557.6	25.14128	-0.76601	0.6393	-27.5185	0.01337	-31.03223	0.01162	5	2.04932	0.07922	42.045913	0.13237
321	115728.14+523835.4	179.36728	52.64317	0.6404	-27.4009	0.0096	-31.11823	0.0247	5	2.29844	0.20361	43.094428	0.180655
322	121342.96+025248.9	183.429	2.88026	0.6411	-27.4256	0.01249	-31.28506	0.02563	5	2.53982	0.23855	44.093367	0.185074
323	151914.36+001138.2	229.80987	0.19396	0.642	-27.735	0.01694	-31.18099	0.02271	5	2.03626	0.15358	42.140493	0.194321
324	122638.66-001114.0	186.661	-0.18725	0.6427	-27.1098	0.00834	-30.9007	0.04066	6	2.21679	0.18039	42.851791	0.276951
325	113450.15+490327.1	173.70898	49.05754	0.644	-27.6326	0.01437	-31.39025	0.02477	5	2.7527	0.17568	43.939544	0.184842
326	093340.21+550641.6	143.41757	55.11156	0.6451	-27.7407	0.01765	-31.4211	0.02728	5	2.50857	0.22935	43.700416	0.206675
327	090036.16+204830.5	135.1507	20.80848	0.6457	-27.7866	0.0179	-31.26796	0.03013	5	1.95935	0.18914	42.502719	0.23315
328	134749.85+582109.4	206.95775	58.35262	0.6457	-26.3885	0.0096	-30.09186	0.00453	5	1.85321	0.0272	40.471312	0.084907
329	111757.60+180833.3	169.49001	18.14259	0.646	-27.6474	0.01439	-31.33176	0.05612	5	2.53219	0.58562	43.493278	0.381416
330	015258.66+010507.4	28.24445	1.0854	0.6473	-27.3616	0.01441	-31.33122	0.03769	5	2.16589	0.30302	44.65975	0.260651
331	132307.68+655446.2	200.78203	65.91286	0.6485	-27.2554	0.00988	-30.91808	0.02761	5	2.31845	0.23377	42.370322	0.200543
332	023057.39-010033.6	37.73914	-1.00936	0.649	-27.0243	0.01059	-31.20468	0.01929	5	2.28221	0.12229	45.206227	0.147999
333	123049.10+013556.2	187.7046	1.59896	0.6492	-27.3229	0.01196	-30.95004	0.02156	5	2.16744	0.16813	42.304726	0.169413
334	001504.34-005439.1	3.76812	-0.91089	0.6495	-27.0248	0.00988	-30.95	0.03064	6	2.14226	0.11509	43.524849	0.212655
335	N_158_9	31.93359	-6.16555	0.6496	-27.44872	0.01221	-30.73555	0.01259	4	1.90571	0.05784	40.37531	0.15912
336	N_126_5	32.05851	-4.32931	0.6498	-27.84484	0.0201	-31.36278	0.03218	4	2.28348	0.2125	42.889523	0.245649
337	093234.97+290220.5	143.14572	29.03904	0.65	-27.3692	0.01259	-31.00258	0.02265	5	2.33933	0.15655	42.461622	0.175883
338	002434.89-020321.9	6.14538	-2.05611	0.6515	-27.7727	0.02041	-31.5085	0.04469	6	2.16967	0.19685	44.145717	0.313252
339	133747.96+481550.8	204.45	48.2641	0.652	-27.9782	0.01684	-31.6364	0.06118	6	2.13408	0.28731	44.147782	0.415946
340	145331.83+575636.5	223.383	57.9435	0.653	-27.4426	0.00972	-31.3903	0.03243	6	1.97068	0.1291	44.717712	0.223669
341	144738.19+082546.6	221.909	8.42961	0.6533	-27.3162	0.01186	-30.8911	0.02748	6	2.34383	0.1248	41.943511	0.205852
342	121919.06+063926.6	184.82944	6.65741	0.6542	-27.4089	0.01285	-31.1612	0.02197	5	2.20566	0.13578	43.345017	0.16688
343	163255.52+373459.2	248.23137	37.58312	0.6554	-26.791	0.01013	-30.64816	0.01612	5	2.36679	0.12945	42.491701	0.126924
344	102147.45+130850.4	155.44772	13.14736	0.6559	-27.1151	0.01055	-30.84584	0.01146	5	1.93552	0.06025	42.468352	0.109328
345	081015.84+480729.6	122.56603	48.12491	0.656	-27.5437	0.01373	-31.26059	0.0286	5	1.8904	0.18384	43.448527	0.208076
346	105917.03+242213.3	164.82099	24.37036	0.656	-27.6399	0.0119	-31.03336	0.01796	5	1.8801	0.12557	41.556366	0.168974
347	082026.66+205047.6	125.11109	20.84658	0.657	-27.8188	0.01818	-31.51544	0.02916	5	2.53954	0.27363	44.002751	0.217683
348	100232.13+023537.3	150.63388	2.5937	0.6576	-27.2988	0.01092	-31.13211	0.02609	5	2.35453	0.2149	43.603937	0.186709
349	125700.28+471314.4	194.251	47.2207	0.659	-28.241	0.03644	-31.6828	0.03562	6	1.88677	0.14513	43.377865	0.296769
350	142916.93+343046.8	217.321	34.513	0.659	-28.0249	0.01901	-31.6707	0.06772	6	2.16263	0.317	44.182768	0.459557
351	025941.70-081220.4	44.92376	-8.20568	0.6599	-27.4419	0.01484	-30.99628	0.01371	5	1.86633	0.09045	42.122455	0.139707
352	144404.50+291412.2	221.01878	29.23673	0.6604	-26.6261	0.00701	-30.51466	0.01044	5	2.41921	0.08372	42.2865	0.092046
353	020118.67-091935.7	30.32783	-9.32661	0.6607	-26.7229	0.00773	-30.79535	0.0198	5	2.05988	0.13696	43.741049	0.144896
354	113210.44+572145.7	173.044	57.3627	0.663	-27.2418	0.01521	-30.9475	0.02449	6	2.07357	0.102	42.619991	0.186256
355	121043.97+390802.3	182.68323	39.13399	0.6633	-27.2782	0.01083	-30.81143	0.02085	5	2.31329	0.16626	41.573744	0.170385
356	104800.76+373113.7	162.0032	37.52048	0.6635	-27.7919	0.01341	-31.58097	0.038	5	2.16501	0.27628	44.544974	0.263574
357	030707.40-000424.0	46.78085	-0.07335	0.6641	-27.5237	0.01676	-31.25325	0.02392	5	2.46033	0.2076	43.482006	0.184332
358	225628.73+054000.2	344.11972	5.66675	0.665	-27.5845	0.01536	-31.26495	0.02909	5	2.01742	0.21123	43.310246	0.214203
359	114656.72+472755.5	176.73637	47.46544	0.6682	-27.3346	0.01186	-30.72505	0.01273	5	2.06701	0.10015	40.773269	0.147157
360	150858.89+570627.8	227.245	57.1077	0.6687	-27.8004	0.0144	-31.4626	0.02513	6	2.04453	0.10681	43.729657	0.190732
361	115546.65+232446.5	178.944	23.4129	0.669	-27.499	0.04664	-31.7791	0.03593	6	2.08838	0.15331	47.05052	0.312791
362	081936.68+204248.4	124.903	20.7135	0.6696	-27.3571	0.01368	-30.7167	0.01988	6	2.16582	0.08125	40.626097	0.183315
363	123334.00+090645.1	188.39167	9.11255	0.67	-27.668	0.0135	-31.08174	0.01157	5	2.05635	0.07358	41.76034	0.142767
364	023053.08-010235.7	37.72119	-1.04327	0.67	-27.9172	0.02048	-31.49155	0.02849	5	2.56366	0.2051	43.442384	0.222525
365	084849.61+111729.6	132.207	11.2916	0.6713	-26.9016	0.00766	-30.9711	0.03227	6	2.30474	0.13567	44.168347	0.221795
366	100309.43+554134.6	150.78932	55.69295	0.6736	-27.2731	0.01432	-31.08299	0.02305	5	2.08893	0.17987	43.385258	0.173221
367	135641.56+415310.3	209.173	41.8862	0.6749	-27.1602	0.01088	-31.8455	0.1422	6	2.34758	0.5915	48.875363	0.947534
368	142052.43+525622.4	215.21849	52.93956	0.676	-26.8942	0.00778	-30.95109	0.03172	5	2.08007	0.24558	44.066698	0.21825
369	164056.22+363405.0	250.23427	36.56807	0.6761	-27.0392	0.00856	-30.35745	0.00448	5	1.8638	0.02967	39.55869	0.129813
370	224022.88+032450.8	340.09537	3.41412	0.678	-27.8656	0.02277	-31.15107	0.01983	5	2.18581	0.12421	41.408543	0.204371
371	092901.66-021826.3	142.257	-2.30732	0.68	-27.4627	0.01199	-31.1416	0.04997	6	2.66143	0.25821	42.995525	0.340791
372	005946.66+000255.0	14.94442	0.04863	0.6819	-27.179	0.01087	-30.96973	0.03341	5	1.98675	0.22825	43.02367	0.232743
373	144415.50+064321.2	221.0646	6.72258	0.683	-27.3824	0.01055	-30.64677	0.0194	5	2.149	0.15047	40.061412	0.187172
374	002703.57+262058.8	6.76489	26.3497	0.683	-27.9035	0.02766	-31.2311	0.04617	6	2.03256	0.18007	41.781093	0.34629
375	142936.73+385636.4	217.40306	38.94347	0.6834	-27.1323	0.01039	-31.14335	0.01386	5	2.09011	0.08639	44.359685	0.113524
376	103236.22+580034.0	158.151	58.0094	0.687	-27.6969	0.01482	-31.3883	0.03469	6	2.57615	0.17688	43.663449	0.246905
377	024213.90-000138.4	40.55792	-0.02736	0.687	-28.1106	0.04649	-31.73708	0.06491	5	2.52364	0.61632	44.269624	0.47489
378	114524.23+472935.1	176.35098	47.49308	0.688	-27.5631	0.01374	-31.29674	0.02715	5	2.45141	0.26558	43.607475	0.198875
379	132645.85+314959.9	201.69105	31.83333	0.688	-27.8729	0.01619	-31.4793	0.0252	5	2.44014	0.19538	43.542969	0.196245
380	141652.07+113201.3	214.21696	11.5337	0.6881	-27.3142	0.0094	-31.10444	0.03882	5	2.29407	0.38614	43.358439	0.265829
381	095702.81+563136.0	149.262	56.5267	0.6883	-26.8499	0.00757	-30.9257	0.06244	6	2.20091	0.31074	44.080639	0.416463
382	122849.68+073900.1	187.207	7.65003	0.6888	-27.2912	0.01044	-31.02467	0.0078	5	1.93261	0.04158	42.926604	0.093871
383	083830.26+195626.7	129.62608	19.94076	0.691	-27.8287	0.01327	-31.49002	0.0226	5	1.86941	0.16345	43.794605	0.174984
384	011847.67-010113.8	19.6987	-1.0205	0.692	-27.9846	0.02383	-31.8617	0.04304	6	2.61648	0.19558	45.607184	0.305009
